Frame,CS6_B5_nnv_ROI1,CS6_B5_nnv_ROI2,CS6_B5_nnv_ROI3,CS6_B5_nnv_ROI4,CS6_B5_nnv_ROI5,CS6_B5_nnv_ROI6,CS6_B5_nnv_ROI7,CS6_B5_nnv_ROI8,CS6_B5_nnv_ROI9,CS6_B5_nnv_ROI10,CS6_B5_nnv_ROI11,CS6_B5_nnv_ROI12,CS6_B5_nnv_ROI13,CS6_B5_nnv_ROI14,CS6_B5_nnv_ROI15,CS6_B5_nnv_ROI16,CS6_B5_nnv_ROI17,CS6_B5_nnv_ROI18,CS6_B5_nnv_ROI19,CS6_B5_nnv_ROI20,CS6_B5_nnv_ROI21,CS6_B5_nnv_ROI22,CS6_B5_nnv_ROI23,CS6_B5_nnv_ROI24,CS6_B5_nnv_ROI25,CS6_B5_nnv_ROI26,CS6_B5_nnv_ROI27,CS6_B5_nnv_ROI28,CS6_B5_nnv_ROI29,CS6_B5_nnv_ROI30,CS6_B5_nnv_ROI31,CS6_B5_nnv_ROI32,CS6_B5_nnv_ROI33,CS6_B5_nnv_ROI34,CS6_B5_nnv_ROI35,CS6_B5_nnv_ROI36,CS6_B5_nnv_ROI37,CS6_B5_nnv_ROI38,CS6_B5_nnv_ROI39,CS6_B5_nnv_ROI40,CS6_B5_nnv_ROI41,CS6_B5_nnv_ROI42,CS6_B5_nnv_ROI43,CS6_B5_nnv_ROI44,CS6_B5_nnv_ROI45,CS6_B5_nnv_ROI46,CS6_B5_nnv_ROI47,CS6_B5_nnv_ROI48,CS6_B5_nnv_ROI49,CS6_B5_nnv_ROI50,CS6_B5_nnv_ROI51,CS6_B5_nnv_ROI52,CS6_B5_nnv_ROI53,CS6_B5_nnv_ROI54,CS6_B5_nnv_ROI55,CS6_B5_nnv_ROI56,CS6_B5_nnv_ROI57,CS6_B5_nnv_ROI58,CS6_B5_nnv_ROI59,CS6_B5_nnv_ROI60,CS6_B5_nnv_ROI61,CS6_B5_nnv_ROI62,CS6_B5_nnv_ROI63,CS6_B5_nnv_ROI64,CS6_B5_nnv_ROI65,CS6_B5_nnv_ROI66,CS6_B5_nnv_ROI67,CS6_B5_nnv_ROI68,CS6_B5_nnv_ROI69,CS6_B5_nnv_ROI70,CS6_B5_nnv_ROI71,CS6_B5_nnv_ROI72
35,50.083,194.941,249,142.727,182.875,156,231.143,172.214,219.25,57.1,75.029,33.364,242.676,57.645,64,239.909,224.355,61,164.194,255,231.292,238.643,236.29,255,237.85,254.188,245.912,255,216.1,104.625,141.545,219.729,255,167.688,172.214,234.182,246.636,187.125,37.468,25.121,239.161,40.036,195.571,243.5,175.2,173,232.375,232.625,169.312,175.444,66.667,75.672,48.038,255,234.969,156.5,41.917,176.25,95.541,28.423,121.333,193.205,141.375,24.739,48.8,172.875,8.585,60.95,147.5,71.048,137.062,91.821
36,47.75,188.941,246,143,187.375,155.042,231.893,167.286,215.125,58.9,74.265,35,242.206,61.677,51.2,243.273,219.839,68,166.774,255,230.5,243,237.355,255,236,253.5,247.471,255,221.2,98.375,152.182,219.458,255,170.062,168.786,237.364,245.182,191.75,37.277,20.845,236.71,41.143,190.714,242.625,175.9,171.719,229,234.25,175.25,180.111,61.167,77.639,43.885,255,235.094,158.705,34.375,174.469,98.459,28.462,126.333,191.318,143.375,25.783,53.7,172.094,9.244,57.65,145.769,73.845,133,94
37,45.083,189.294,247.05,143.091,191.75,153.417,228.821,169.571,214.625,59.4,76.235,28.818,242.294,61.871,46.8,244.273,225.452,78.167,171,255,231.542,241.929,237.29,255,234.95,253.562,245.647,255,221.3,96.625,151.182,221.604,255,170.812,170.143,235,242.273,198.625,40.638,20.448,237.516,45.643,192.571,246.125,167.8,170.562,232.5,233.875,172,180.889,60.31,77.492,45.923,254.4,236.5,158.045,40.583,175.781,100.405,27.231,119.333,194.273,142.979,31.13,51.85,169.859,8.951,60.85,144.423,73.393,141.562,93.696
38,45.333,193.824,250.35,137.727,177.625,157.083,228.821,167.929,217.833,60.2,73.176,26.818,242.147,60.516,47.8,244,220.806,69.083,166.581,255,234.5,241,237.903,255,235.95,253.188,246.265,255,223.1,97.375,146.818,220.083,255,170.25,163.929,232.636,246.909,188.125,41.021,27.345,238.71,42.571,189.286,237.875,175.3,173.719,232,233.625,172.938,175.889,64.952,76.492,45.769,254.5,235.969,156.727,40.792,176.875,95.432,28.462,123.5,194.705,145.333,26.13,51.15,171.547,9.598,55.8,143.269,73.131,133.75,91.946
39,46.667,184.941,249.3,136.091,185.25,157.583,228.071,164.786,216.917,59.1,76.5,30.909,244.735,58.677,61.4,238.545,223.968,67.917,164.097,255,231.958,240.857,238.065,255,236.9,254.438,244.5,252.5,221.2,95,141.455,221.896,255,165.5,164.214,232.545,249.818,195.25,38.511,23.172,238.323,40.929,190.857,241,170.6,168.281,233.125,240,176.438,175.222,65.357,76.295,47.692,255,234.75,154.864,38.083,175.875,99.865,23.615,130.333,192.932,142.646,19.522,53.9,171.516,9.207,56.75,143.962,73.726,136.062,91.607
40,46.667,187.706,248,144.182,188.25,159.125,230.357,169.571,212.042,57.3,74.735,37.364,243.941,58.194,47.8,246.182,222.581,66.75,169.935,255,229.375,241,238.129,255,236.45,254.25,246.176,255,224.1,98.625,146.909,218.562,255,169.625,170.143,233.364,251.455,192.375,40.234,21.31,237.065,41.393,187.786,241.75,171.2,168.5,234.375,233.125,165.438,184.778,64.214,75.82,45.731,254.85,235.375,157.409,44.125,172.5,95.595,27.654,115.5,194.227,146.75,20.913,50.75,170.234,8.305,62.45,142.615,71.798,136.062,93.643
41,41.167,186.059,249.15,137.273,177.75,157.958,231.893,171.643,217.75,60.6,72.088,35.909,242.118,56.161,49.8,244.818,224.419,70.167,167.065,255,229.167,241.143,235.355,255,238.4,253.5,247.353,252.75,221.7,101.875,151.636,221.062,255,161.25,167.786,233.364,249.273,191,39.426,21.069,237.677,40.607,185.429,239.625,164.7,170.5,239.375,235.125,165.75,172.778,62.048,76.41,42.192,255,234.125,158.75,39.5,169.656,95.486,30.808,125.167,191.5,140.917,19.174,53.6,171.25,11.451,60.1,145.538,74.083,141.312,94.125
42,50.75,187.529,251.7,142.091,182.75,157.083,228.107,170.857,215.708,58.6,74.971,34.636,245.118,58.516,50.6,245.273,223,65.917,169.484,255,231.042,244.643,238.032,255,235.7,252.375,246.147,252.25,221.8,100.625,148.545,218.25,255,168.75,164.857,235.636,250.545,185.875,41.766,21.983,234.161,40.607,193.357,233.875,176.3,171.062,235.625,229.125,167.25,170.778,67.69,77.508,48.923,255,237.25,156.909,39.75,173.844,95.568,26.962,128.833,193.773,142.125,20.696,47.85,170.25,9.22,62.55,145.308,74.226,139.875,90.214
43,43.667,188.118,248.5,141.091,180.75,155.833,229.964,170.286,218.667,62.95,76.471,35,244.412,59.581,57.4,236.727,221.516,68.167,167.613,255,229.417,241.643,236.677,255,237.7,254.188,244.706,255,214,102.375,153.091,217.896,255,165.688,166.5,236.364,244.636,187.375,43,20.448,235.29,38.5,197,238.75,165.2,168.25,232.375,230.25,162.125,180.222,65.31,75.557,46.231,253.6,234.031,158.023,36,170.438,99.649,29.077,119,196.091,140.417,21.609,50.25,171.328,7.829,62.2,144.462,72.381,129.125,92.464
44,49.083,186.941,246.95,143.636,184,160,227.321,177,210.042,55.75,73.5,29,241.706,59.742,56.8,243.909,222.516,66.667,169.968,255,232.75,241,234.839,255,235.95,255,246.029,251.25,215.8,99.25,144.909,218.562,255,165.625,167.071,231.091,240.455,187.375,41.298,21.103,236.806,44.607,193.071,238.75,169.5,171.406,232.875,232.125,168.875,167.111,67.571,78.393,46.154,255,236.25,157.091,37.708,174.156,97.135,28.923,133,193.182,141.438,25.565,47.35,171.047,10.902,57.55,149.462,73.095,129.125,91.625
45,41.917,185.412,247.05,135.909,183.5,162.792,230.786,170.357,220.25,51.7,74.824,33.273,241.559,58.677,44.6,238.545,223.806,63.833,169.548,255,232.875,241.714,237.29,255,237.2,252.375,244.412,253.5,217.7,103.625,147.636,221.5,255,168.062,166.429,234.273,249.364,193.625,40.872,21,237.419,42.75,191.357,241.75,171.4,168.656,234.75,244.125,164.438,179.667,64.857,75.918,41.885,255,233.844,157.932,38.875,172,97.027,29.154,125.667,194.545,143.062,22,50.15,172.438,9.89,58.15,144.231,74.488,135.625,94.143
46,50.333,187.706,249.8,144.273,189.5,159.625,230.036,173.286,215.417,53,74.5,37.182,243.588,56.903,62,244.636,225.355,66.833,165.806,255,231,238.714,237.226,255,239.8,252.188,246.529,255,222.1,100.125,143.455,219.875,255,169.812,171.071,232.364,249.909,192.125,43.809,19.931,238,42.893,191.5,242.375,176.1,170,231,229.5,168.312,185.556,64.381,78.066,43.692,255,233.781,157.386,36.292,173.469,95.568,26.231,124.5,192.682,143.458,24.957,51.85,173.422,11.134,60.9,144.923,70.536,135.5,92.982
47,47.083,185.647,247.45,138.727,184.5,153.75,230.429,167.143,215.875,55.45,76.294,32.455,242.324,53.129,53,243.273,221.806,73.333,170.839,255,232.375,243.214,236.419,255,237,254,245.706,255,224.6,91.875,147.273,222.438,255,164.25,166.357,235.273,243.273,192.625,42.745,22.897,238.032,43.286,195.357,238.375,165.7,166.312,238.125,230.375,169.562,176.667,69.524,78.787,45.269,255,237.344,158.386,37.583,170.156,97.892,26.885,121.167,193.523,143.208,19.913,51.05,171.75,7.622,57.8,140,73.94,137.062,90.5
48,40.75,186.588,249.8,143.364,186.5,158.417,231.714,158.143,215.375,56.1,75.912,28.364,244.029,59.29,55.8,241.818,223.226,72.917,168.226,255,235.375,240.357,236.871,255,237.8,253.188,245.412,255,218.3,93.875,156.818,219.188,255,166.812,164.643,233.091,247.091,184.125,41.809,21.948,237.581,39.286,195.143,235.875,173.6,173.25,230.5,235.75,170.938,173.333,65.571,78.213,43.654,254.7,234.875,156.886,39.75,173.562,94.243,24.462,128.167,193.591,142.229,22.261,42.4,172.203,7.707,63.2,146.423,73.464,136.125,90.589
49,46,186.647,248.15,139.455,183.5,158.792,228.929,161.786,212.833,56.2,69.706,35.727,243.265,56.161,49.8,243.364,221.806,72.5,166.613,255,232.625,243.071,237.032,255,236.15,251.812,245.618,255,220.1,96.25,152.364,222.271,255,165.562,164.643,235.364,245.364,192.375,44.362,22.948,242.29,42.929,195.214,245.75,173,170.75,232.5,236.125,167.688,180.111,63.357,76.607,44.423,255,235,158.886,38.75,175.719,97.838,28.962,123,194.727,142.646,27.13,46.65,170.797,8.244,60.9,138.231,72.869,141.688,89.339
50,40.833,185.882,247.55,149.545,186.125,156.333,228.643,167.571,216.625,52.35,78.853,29.182,243.676,55.774,60.6,245.091,226.194,63.167,169.226,255,231.833,246.214,237.097,255,237.05,253.312,247.5,255,218.7,102.625,152.909,222.292,255,161.688,163.143,231.818,248.182,193.75,46.149,23.017,238.129,42.571,192.714,237.25,172.1,168.938,233.375,237.375,171.125,181.111,64.429,75.836,44.385,254.85,235.906,157.705,40.333,175.281,99.865,26.038,125.333,191.659,146.854,19.304,44.7,170.562,9.866,53.9,140.923,74.012,135.938,91.607
51,47.25,189.059,247.6,140.273,185.75,155.167,233.25,165.571,214.667,56.1,73.206,35.273,241.735,60.548,59.6,242.545,223.129,69.667,166,255,231.083,243.286,237.29,255,237.35,254,246.029,255,219.9,97.25,149,220.208,255,166.875,167.857,235.364,247.909,182.5,42.723,23.138,236.29,39.357,190.071,245.5,175.1,169.125,234,234.125,168.25,173.556,65.214,76.393,46.192,255,233.875,156.091,37.875,177.219,97.324,28.577,115.667,193.432,143.146,25.696,46.7,172.984,9.341,62.35,145.962,73.774,133.562,93.232
52,44.083,187.529,246.45,139.636,194.25,155.333,227.893,166.571,211.5,48.25,73.265,34.545,242.176,56.645,52.4,245.455,221.387,66.167,171.065,255,233.417,240.286,237.677,255,235.9,252.938,245.353,255,222.3,102.625,152.091,221.146,255,168.188,165.643,234.273,251.909,183.25,46.426,23.293,234.129,41.643,191.357,236.125,166.4,171.969,236.875,238.625,171.375,177.111,65.119,76.311,40.692,255,234.719,153.614,45.125,173.469,96.676,24.423,136.5,194.705,141.792,27.217,47.05,173.656,9.195,62.6,144.538,74.202,134.812,89.536
53,54.833,184.941,247.2,138.727,179.125,158.833,229.714,171.929,214.333,57.35,76.971,33.182,242.882,57.742,47.4,239.727,226.645,69.5,165.613,255,233.667,234.929,238.419,255,237.5,253,244.265,255,219.6,105.875,152.909,219.042,255,168.875,161.357,235.545,247.364,188.375,44.234,19.362,235.742,40.286,196,238.5,171.4,171.312,234.125,231.5,175.25,166.778,63.214,75.77,38.038,255,234.656,156.091,38,172.812,98.216,30.846,125.167,193.818,145.479,23.739,46.5,171.031,8.427,56.3,141.731,72.929,140.188,90.071
54,46.5,185.294,248.95,141.091,180.375,155.75,225.286,168.929,211.458,56,72.794,32.909,244.559,55.613,56,240.182,223.452,63.5,165.677,255,231.125,243.286,237.742,255,236.15,251.375,246.765,254,221.4,107.625,150.636,220.792,255,166.562,168.5,234.727,246.182,191,44.532,22.19,237.581,41.821,193.143,244.25,172.9,173.531,234.5,232.75,170.875,179,60.881,77.869,45.923,255,234.156,156.818,35.667,174.156,93.486,28.385,126,192.023,140.625,19.261,48.1,171.812,10.317,63.55,145.423,73.548,136.375,88.696
55,43.917,185.588,248.6,141.091,180.5,157.417,232.5,162.857,215.167,50.9,74.647,31.909,241.647,55.484,55.8,241.818,222.387,66.333,166.581,255,233.542,243,238,255,236.5,250.75,245.941,254,213.6,94,152.091,223.312,255,156.75,163.786,230.455,250.364,185.375,45.766,22.328,236.71,40.357,192.071,238.125,175.2,168.969,235.875,240.125,171.062,168.889,66.762,76,44.423,254.85,236.219,156.091,38.417,174.438,96.27,24.731,127.167,193.341,136.833,26.522,47.25,171.703,8.768,61.8,143.154,71.571,132.438,86.732
56,48.083,179.882,247.15,140,190,156.167,229.071,166.714,219.208,57.2,73.176,27.727,244.294,55.548,61.6,239.273,222.548,78.917,168.968,255,234.417,240.286,236.903,255,237.25,253.812,245.088,255,220.8,95.875,147.273,220.146,255,168.188,168.929,234,246.091,195.875,45.872,20.655,237.161,41.893,187.5,242.125,170.6,172.969,232.875,229.625,172.875,173.556,66.452,75.098,42.731,255,235.844,154.568,39.875,174.031,101.703,29.269,129.5,193.591,141.417,25.348,49.4,171.438,6.915,55.55,146.423,75.762,130.875,90.982
57,46.917,189,247.8,138.545,183.5,156.625,231.821,172.714,214,52.45,71.441,32.182,240.853,59.065,43.4,242.727,221.903,76.75,171.161,255,233.75,243.071,237.742,255,236.1,253.375,245.441,255,219.1,96.75,153.818,220.146,255,168.438,168.214,234.364,248.273,184.375,46.66,22.931,234.516,44.679,192.786,245.125,166.6,170.656,231.875,239.25,172.25,173,63.214,78.607,43.115,253.65,234.719,159.386,40.167,174.219,94.595,23.654,130.167,192.727,148.729,25.652,52.55,170.703,9.427,63.3,143.385,73.583,139.375,90.857
58,49.25,185.294,247.95,143.545,176.375,157.125,225.75,171.286,208.708,48.75,74.235,25.636,241.471,57.839,50.6,242.636,222.387,74.083,170.387,255,231.958,241.786,237.194,255,235.45,254.875,244.853,252.5,221.1,103.875,148.909,222.583,255,169.125,169.286,230.182,243.182,186.25,46.979,23.121,237.097,46.929,186.643,239.125,170.3,173.844,234.75,229.875,164.812,167.111,69.833,75.967,51.346,254.35,234.531,158.5,40.375,174.375,97.162,30.269,114.333,195.25,144.25,25.565,49,171.578,7.183,59.35,148.731,74.524,133.5,94.196
59,47.583,187.235,249.05,141.545,190.5,158.542,229.893,169.643,213.417,50.15,74.441,32.818,242.176,54.613,56.4,241.364,224.839,67.333,166.355,255,232.542,238.643,238.774,255,236.7,253.312,244.088,255,209.6,103.625,150.091,221.229,255,167.125,167.286,237.364,242.545,181.875,47.511,23.224,237.323,42.464,191,243,172.6,169.094,237.75,233.875,164.312,173.778,65.5,78.41,42.423,255,236.125,154.068,40.75,174.594,97.405,29.577,127.167,195.75,141.812,22.217,47.8,171.969,6.841,54.05,146.692,74.655,130.562,89.393
60,50.917,190.353,247.7,140.182,179.75,155.042,230.393,164.857,209.375,47.05,76.647,39.455,242.471,54.645,58.4,238.364,221.032,74,160.774,255,235.5,240.714,236.419,255,235.75,253.25,246.706,255,216.5,98.5,142.364,222.021,255,164.938,164.286,235.636,250.818,187.875,48.064,22.966,238.258,43.571,187,241.875,175.5,170.969,230.125,235.5,172.688,172.333,64.119,81.066,44.731,254.45,234.531,156.205,43.625,175.438,97.135,25.808,132,192,137.042,25.087,51.55,173.344,6.744,62.05,144.192,75.143,130.812,91.571
61,44.25,184.529,252.55,147.636,180.375,154.417,229.107,164.857,218.417,50.75,71.441,34.273,243.853,55.387,50.4,238.545,222.871,68.333,171,255,233.417,243.857,236.935,255,236.15,253.25,245.647,255,215,91.75,149.636,219.292,255,169.5,169.286,236.091,243.364,196,46.638,21.466,236.548,45.679,191.5,243.625,173,172.25,233.125,236.5,165.938,173.222,64.381,77.082,45.846,255,234.75,157.955,38.042,169.062,100.297,26.192,117.333,192.386,142.583,23.304,46.15,171.5,6.39,57.95,144.038,73.393,134.375,92.607
62,44.667,188.176,246.05,142.364,180.125,157,230.929,167,215.833,43.75,76.588,30.273,242.882,55.516,61.8,243.909,222,66.167,164.097,255,231,247.5,237.677,255,237.55,252.312,246.324,255,219.1,96.375,152.727,221.417,255,162.688,167.571,234,249.818,195.25,50.021,21.931,239.516,40.393,194.714,241.5,176.5,171.875,238,236.875,167.938,168.111,62.905,76.279,45.962,255,235.438,155.659,40.875,171.781,98.378,29.154,131.167,194.909,141.229,18.913,50.35,172.016,8.61,60.3,149.462,72.583,133,92.839
63,49.5,189.294,250.05,138.182,185.25,158.958,230.75,169.357,213.292,50.45,72.059,33.273,243.206,58.935,65.8,241.455,219.613,63.417,169.935,255,234.167,241.714,238.677,255,236.75,253.875,244.647,249.5,222.8,99.875,143.364,220.833,255,162.625,167.429,235.727,251.545,183.25,49.574,22.81,238.387,39.821,193.071,238,171.4,170.312,228.125,232.625,179.5,176.667,64.31,74.967,42.462,254.8,235.75,155.909,37.708,175.844,92.081,27.154,130.667,193.318,140.271,24.478,47.75,172.359,8.915,63.05,145.077,73.274,133.562,89.643
64,49.75,181.765,249,138.182,180.5,157.375,228.286,169.214,214.708,45.95,82.118,40.182,240.912,58.935,48.8,241.455,225.161,74.333,163.032,255,233.375,245.143,236.645,255,237.1,252.688,243.176,255,212.8,93.75,151.182,219.188,255,164.75,168.857,235.091,248,189.625,50.894,20.672,236.613,45.929,195.571,239.75,162.4,170,233.375,237,163.562,172,62.429,77.541,48.154,254.15,238.594,156.409,43.292,173.531,95.216,24.885,129.833,193.727,140.083,18.826,43.45,171.984,7.78,55,148.731,75.988,131.562,89.607
65,47.833,186,251.45,142.364,182.75,155.75,228.607,168.071,212.958,48.05,73.471,28.636,239.824,54.774,45.2,241.455,224.613,70.5,169.258,255,233.917,239.357,236.839,255,236.65,253.062,246.206,255,217,100.625,147.455,223.333,255,166.75,168.643,236.455,249.182,189.375,47.404,22.017,237.806,40.786,192.071,240.625,169.3,167.75,237.875,230.75,168.188,175.889,63.976,80.098,47.192,255,234.406,156.909,41.833,173.156,93.432,26.269,121.167,194.455,141.979,22.174,48.3,171.469,9.317,56.15,149.577,75.119,139.188,91.161
66,51.167,187.941,248.6,145.727,188,157.875,231,165.714,213.5,51.25,73.029,40.091,242.941,56.194,64.6,242.818,223.387,64.667,162.581,255,230.042,240.429,237.097,255,236.1,252.312,245.794,255,223.5,105.75,148.091,221.417,255,169.75,165.143,237.091,249.818,182.75,49.277,20.845,236.29,43.929,195.143,244.875,171.4,169.969,234.375,234.625,170.438,172.778,63.19,78.311,45.846,255,235.219,157.682,41,172.469,95.459,27.962,129.833,193.909,137.75,23.652,44.95,172.516,8.085,63.5,147.038,73.821,136.25,92.554
67,48.333,190.824,252.55,139,187.25,157.25,230.214,167.286,220.5,52.1,73.147,34.818,242.647,52.968,50.6,244.182,222.613,61.583,166.903,255,235.25,241.857,238.161,255,236.3,254.312,245.5,255,216.2,104.5,150.545,215.729,255,164.062,164.857,235.636,247.909,195.125,48.255,22.052,238.613,43.571,192.429,238.5,169.3,168.938,231.125,232.875,169.562,183.444,68.31,78.869,49.692,254.95,234,154.523,42.208,175.969,99.432,28.692,117,195.227,137.25,23.087,52.65,171.672,9.366,58.85,148.231,70.81,128.5,91.125
68,43.25,186.882,250.7,141,182.125,159.375,230.179,169.429,212.208,45,75.882,32.182,245.029,58.484,56.2,241.182,225.065,67.583,167.452,255,236.292,242.786,237.548,255,235.3,253.688,246.618,251.25,218.4,104.375,152.545,220.271,255,162.938,168.714,234.636,250.818,193.375,50.894,23.983,236.645,45,188.786,241,167.7,172.656,236.25,230.5,167.875,166.111,64.643,80.82,45.885,254.15,234.125,157.091,40.833,173.156,98.865,26.308,113.5,193.864,139.167,20.783,48.7,171.891,9.024,63.4,145.231,74.929,129.375,90.804
69,51.917,188,246.2,145.091,184.25,156.333,231.786,167.429,216.5,48.5,78.765,36.182,242.971,57.355,46,237.727,221.935,68.083,167.806,255,237.208,246.357,236.387,255,237.1,253,245.941,255,216.6,97.625,146.091,220.333,255,164.938,163.357,230.364,249.182,186.25,54,21.31,235.129,44.036,194.571,242,176.9,173,232.25,238.5,166.938,177.222,64.357,76.77,45,254.95,235.062,157.227,36.833,177.688,97.297,27.615,125.333,191.386,142.396,21.304,51.75,171.906,7.963,59.7,144.769,75.167,135.188,93.625
70,42.25,186.529,247.8,142,188.875,156.375,232.25,170.357,211.792,50.55,74.353,32.727,243.235,57.29,47.2,239.273,221.935,66.5,166.645,255,235.083,242.786,236.194,255,237.5,252.5,246.559,251.75,222.7,95.5,150.636,219.458,255,165.188,170,233.909,248.636,177.375,52.66,22.845,237.065,47,194.071,240.625,171,170.031,234.375,233.125,170.062,173.667,63.452,77.066,49.269,254.55,235.5,156.523,39.5,173.188,96.189,28.5,122.667,193.227,143.458,27.13,45.4,171.641,8.854,59.15,144.615,72.762,133.312,90.107
71,43.833,187.176,246.45,140.818,185.375,156.917,229.75,168.214,216.875,45.75,71.824,32.091,243.853,56.871,45.2,239.636,224.065,73.583,171,255,235.208,242.286,238.161,255,236.85,252.188,244.735,253.5,214.7,101.5,151.727,220.104,255,163.188,169.357,233.909,247.273,178.75,56,23.431,237.032,45.536,194.429,238.5,172,166.906,228.75,236.875,167.875,175.222,63.214,78.148,45.154,255,234.875,156.432,38.542,176.438,97.514,23.885,118.5,191.909,149.333,22.043,48.7,169.359,8.927,57.2,147.038,73.345,128.5,91.161
72,41.833,188.824,246.7,138.364,183.875,156.042,230.714,169.857,217.333,46.5,70.853,33.818,241.765,51.645,53.4,238.182,222.29,66.583,167.032,255,235.375,240,237.452,255,235.85,251.75,245.706,255,210.6,106,145.364,221.125,255,167.25,169.214,234,245.727,185.625,53.277,20.207,239.742,41.714,190.143,242.125,172.7,165.812,236.25,236.25,165.188,176.333,61.976,79.443,42.154,254.3,233.781,156.955,36.375,174.688,97.324,24.885,130.333,193.25,143.188,20.391,45.6,172.031,9.671,63.8,144.462,74.417,133.438,90.089
73,41.417,185.294,252.55,148.727,184.75,156.917,229.893,171.929,216.667,46.9,75.5,24.273,242.353,56.71,42.6,241,223.452,64.167,167.161,255,235.958,243.143,236.71,255,236.35,253.188,245.882,255,215.2,96.25,149.364,219.312,255,168.062,167.786,235,247.364,190.625,52.383,22.345,236.323,41.75,189.143,243,165.4,170.625,231.125,239.75,173.75,172.444,61.548,77.082,43.885,255,235.094,154.977,36.375,175.062,97.459,25.577,126.5,191.568,142.542,19.826,48.45,170.656,7.159,61.6,146.269,74.81,130.188,88.411
74,44.917,179.353,251,139.909,182.625,153.75,231.143,160,212.25,44.85,72.618,34.545,242.794,57.903,47.4,240.818,224.161,73.167,162.613,255,233.542,240.5,236.355,255,234.9,251.75,244.324,255,217.9,96.875,143.909,218.771,255,170.812,165.5,232.909,246.727,175.5,52.468,20.759,234.258,41.179,192.714,240.25,168.6,167.094,233,235.875,170.812,176.222,65.786,76.836,43.038,254.55,233.406,157.409,34.333,172.188,97.784,25.577,131.667,193.5,139.792,23.696,54.45,169.453,9.256,61.9,149.846,74.024,132.062,91.964
75,42.667,182.353,243.45,138.455,188.625,160.792,230.536,168.643,212.375,50.65,80.294,33.818,241.882,53.29,65.2,239.909,226.677,78.333,168.71,255,235.667,240.571,237.161,255,234.8,250.938,245,255,218,90.125,157.545,221.854,255,167.375,170.143,235.909,246.182,183.75,57.511,21.086,239,43.464,189.929,241.5,166.9,170.5,229.625,231.375,177.312,175.222,65.548,79.328,40.423,255,234.031,158.614,38.458,172.719,97.216,24.154,130.833,193.75,141.729,26.13,47.85,171.922,9.902,55.95,145.423,72.881,131.188,90.214
76,47.75,186.118,245.85,143.818,180.125,157.042,229.821,172.143,214.792,49.6,75.765,33.455,241.706,56.677,52,244,221.548,60.75,168.71,255,237.333,242.857,237.226,255,236.9,253.875,246.294,253.75,215.6,96.875,150.545,222.688,255,166.75,163.5,236,254.455,186,55.83,23.155,238,44.75,191.571,244.25,169.6,169.281,229.25,226.875,166.625,177.111,64.333,75.508,42.038,255,235.562,156.591,39.958,173.312,97.784,20.846,128.167,194.614,141.312,25.913,51.45,172.391,7.841,59.4,145.231,75.405,127.312,91.714
77,45.083,182.118,251.85,140,194,157.542,226.214,171.929,214.833,50.15,74.471,42.091,243.353,55.323,53.6,240.364,223,61.167,165.742,255,239.042,244.643,238.097,255,235.85,252.562,245.824,255,208.4,95.625,148.364,218.354,255,166.188,168,234.727,247,174,56.085,22.5,238.484,43.036,189.357,242.75,166.4,170.438,234.875,236.5,160.875,172.444,67.024,77.754,46.962,255,235.125,155.955,37.333,170.688,97.432,26.5,125,195.909,142.271,21.739,41.25,169.344,9.573,58.6,145.346,75.405,136.5,91.143
78,46,183.353,248.55,140,181,152.292,230.536,165.357,217.75,43.05,73.471,29.273,238.882,57.032,58.4,240.909,223.806,66.917,166.452,255,234.167,236.929,237.613,255,236.25,253.812,244.882,254.5,208.8,94.875,150.091,219.521,255,167.375,171,233.818,244.727,192.375,56.021,23.897,237.645,43.821,190.143,245.375,169.5,168.344,231.875,235.875,176.438,174,66.357,78.902,40.923,254.7,234.594,155.659,34.625,176.219,96.189,27.577,119.667,195.273,143.167,24.826,48.5,173.922,7.134,64.05,147.308,72.702,142.125,88.964
79,49.167,186.765,246.2,145,184.625,154.458,227.679,169,213.042,50.05,75.971,26.636,242.118,53.387,40.2,243.727,224.419,57.333,169.258,255,232.917,241.357,238.129,255,236.95,252.188,244.735,252.75,218.1,107.625,147.909,221.188,255,169.812,171.429,233.818,246.455,184.875,59.17,23.638,237.968,38.643,196,243.5,167.5,168,238.25,230.875,170.938,182.111,67.786,78.475,45.462,255,234.156,153.682,46.792,176.906,99.595,24.346,128.833,192.091,138.958,21.913,50.95,172.594,9.707,63.2,146.038,73.274,126.438,92.071
80,46.75,188.706,248.5,137.091,186.75,155.5,232.429,171.571,212.292,45.9,76.912,29.182,242.529,53.613,49,241.364,219.806,72.5,166.903,255,235.083,234.286,238.161,255,235.65,254.312,246.471,252.25,214.5,102.5,148.273,220.229,255,171.062,167.929,236.545,246.364,191.25,57.532,20.138,238.258,43,195.071,240.75,167.4,169.531,232,234.5,165.312,179.444,65.929,77.066,45.308,254.85,234.781,155.409,36.583,175.219,95,26,131.5,194.659,146.042,25.174,49.85,170.906,7.963,59.5,145.885,73.393,140.875,89.196
