Frame,CS6_B5_nnv_ROI1,CS6_B5_nnv_ROI2,CS6_B5_nnv_ROI3,CS6_B5_nnv_ROI4,CS6_B5_nnv_ROI5,CS6_B5_nnv_ROI6,CS6_B5_nnv_ROI7,CS6_B5_nnv_ROI8,CS6_B5_nnv_ROI9,CS6_B5_nnv_ROI10,CS6_B5_nnv_ROI11,CS6_B5_nnv_ROI12,CS6_B5_nnv_ROI13,CS6_B5_nnv_ROI14,CS6_B5_nnv_ROI15,CS6_B5_nnv_ROI16,CS6_B5_nnv_ROI17,CS6_B5_nnv_ROI18,CS6_B5_nnv_ROI19,CS6_B5_nnv_ROI20,CS6_B5_nnv_ROI21,CS6_B5_nnv_ROI22,CS6_B5_nnv_ROI23,CS6_B5_nnv_ROI24,CS6_B5_nnv_ROI25,CS6_B5_nnv_ROI26,CS6_B5_nnv_ROI27,CS6_B5_nnv_ROI28,CS6_B5_nnv_ROI29,CS6_B5_nnv_ROI30,CS6_B5_nnv_ROI31,CS6_B5_nnv_ROI32,CS6_B5_nnv_ROI33,CS6_B5_nnv_ROI34,CS6_B5_nnv_ROI35,CS6_B5_nnv_ROI36,CS6_B5_nnv_ROI37,CS6_B5_nnv_ROI38,CS6_B5_nnv_ROI39,CS6_B5_nnv_ROI40,CS6_B5_nnv_ROI41,CS6_B5_nnv_ROI42,CS6_B5_nnv_ROI43,CS6_B5_nnv_ROI44,CS6_B5_nnv_ROI45,CS6_B5_nnv_ROI46,CS6_B5_nnv_ROI47,CS6_B5_nnv_ROI48,CS6_B5_nnv_ROI49,CS6_B5_nnv_ROI50,CS6_B5_nnv_ROI51,CS6_B5_nnv_ROI52,CS6_B5_nnv_ROI53,CS6_B5_nnv_ROI54,CS6_B5_nnv_ROI55,CS6_B5_nnv_ROI56,CS6_B5_nnv_ROI57,CS6_B5_nnv_ROI58,CS6_B5_nnv_ROI59,CS6_B5_nnv_ROI60,CS6_B5_nnv_ROI61,CS6_B5_nnv_ROI62,CS6_B5_nnv_ROI63,CS6_B5_nnv_ROI64,CS6_B5_nnv_ROI65,CS6_B5_nnv_ROI66,CS6_B5_nnv_ROI67,CS6_B5_nnv_ROI68,CS6_B5_nnv_ROI69,CS6_B5_nnv_ROI70,CS6_B5_nnv_ROI71,CS6_B5_nnv_ROI72
1077,70.667,154.824,223.55,116.455,158.125,135.458,209.143,152.714,178.458,40.85,116.706,80.455,234,80.226,70.4,219.545,212.29,50.917,140.194,255,227.542,241.571,228.548,255,237.85,254.312,236.853,255,196.6,95.625,136.455,193.333,255,166,160.929,244.909,248.727,155.875,37.851,84.586,249.032,70.036,174.5,237.875,131.8,147.219,229.625,179.125,108.688,189.889,157.31,50.066,43.423,253.4,210.094,145.932,40.417,146.812,77.568,15.385,185.833,195.545,126.333,33.478,47.4,175.359,6.037,44.25,132.654,71.226,99.062,60.536
1078,63.083,154.353,216.75,111,157.25,138.792,211.786,154.286,178.583,35.35,112.824,80.364,233.206,84,84.6,221,210.839,48.5,144.032,255,230.75,240.5,229.419,254.854,239.75,252.062,237.059,255,195.8,95.125,140,196.5,255,166.562,165.071,240.455,248.727,161,37.319,86.966,248.71,68.214,178.214,243.625,126.6,146.156,223.375,183.5,108.75,191.111,163.833,47.033,42.615,251.05,207.594,144.773,39,143.312,75.676,17.269,161.833,198.591,125.812,32.87,52.15,171.891,7.915,41.2,138.731,71.798,99.75,61.321
1079,61.833,160.176,216.25,112.636,158.625,135.917,207.071,150.929,178.875,36.3,110.059,78.636,235,84.677,81.6,224.455,211.871,56.5,144.548,255,232.125,240.5,227.742,254.917,240.05,252.375,239.294,255,192,90.375,139.455,197.729,255,171.062,166.429,244.818,250.364,161.125,37.83,90.414,248.677,69.786,178.571,240.25,131.2,147.688,226.375,180,104.125,187.556,165.905,49.016,41.577,251.05,207.969,148.705,38.292,147.906,74.703,15.885,180.333,196.068,129.438,33.522,52,175,8.232,42.6,133.308,73.048,99.25,60.536
1080,65.417,161.471,220.25,111.545,152.375,142.292,209.643,154.429,175.042,35.9,114.441,74.455,235.882,81,77.4,221.273,213.258,52.25,139.387,255,228.208,243.286,228.774,255,237.5,254.188,238.206,255,193.3,97.625,140,195.396,255,167.375,161.857,245.545,247.182,164.625,39.894,86.379,248.645,74.071,178.429,244.125,136.4,143.312,226.75,171.625,101.938,186.222,172.024,47.607,40.346,250.95,208.219,145.795,37.208,148.562,76.838,15.5,182.5,197.75,127.792,35,50.05,174.156,6.866,46.05,130.846,67.702,96.125,60.054
1081,61.667,157.706,221.85,113.636,149.625,136.083,211.071,153.357,176,33.15,114.588,77.455,234.206,85.387,70.8,223.727,211.806,54.083,141.452,255,227.708,241.714,231,255,240.05,252.562,238.324,255,192.5,95,136.091,197.146,255,166.188,159.429,243.273,246.636,154.625,39.681,87.328,248.323,69.214,183.5,243.125,128.4,145.781,224.375,174.5,104.188,190.778,172.405,48.311,38.577,252.05,206.312,145.864,34.333,145.562,74.135,16.269,179.833,196.886,121.896,32.435,51.35,176.125,9.488,43.4,133.923,73.083,102.125,59.143
1082,73.083,159,215.4,113.182,163.875,138.917,209.929,160.429,180.458,40.05,115.382,73.545,233.471,86.129,68.8,224.636,213.355,54.333,141.516,255,230.75,241.143,226,255,238.9,253.062,238.735,255,192.9,94,142,196.688,255,166.875,162.786,242.182,247.727,159.375,38.319,85.897,250,64.893,178.357,245.875,133.3,142.875,227.75,172.875,109.375,181.222,176.024,50.689,40.346,252.7,209.5,146.545,34.5,149.875,75.324,16.462,170.667,197.273,127.375,29.913,49.5,174.047,7.829,43.05,133.731,73.952,99.938,64.964
1083,71.833,161.882,220.9,115.364,154.75,137.667,211.571,155.929,178.417,42.65,110.618,74.909,232.324,85.677,80.6,223.636,210.355,46.083,139.968,255,227.958,242.857,228.452,255,236.7,251.312,236.529,255,190.5,100.75,134.364,197.75,255,160.75,162.071,244.545,248.636,165.375,36,87.586,247.516,70.179,178.929,243.375,127,147.281,227.375,188,107.062,192.556,177.048,46.82,39.385,252.05,211.812,145.682,39.917,147.75,74,14.231,171,196.909,126.854,34.087,51.4,175.5,8.11,42.95,132.962,70.94,98.688,57.982
1084,65.333,153.941,216.3,111.727,153.125,138.667,211.071,148.214,172.208,36.25,114,79.182,231.294,81.161,69.4,223.727,211.548,53.167,134.677,255,228.417,240.214,230.194,255,238.2,253.875,236.088,255,196.4,96.875,140.091,198.583,255,169.812,158.5,241.364,245.636,164.25,37.383,87.31,248.484,70.607,178.5,243.125,137.9,142.219,228.125,171.375,110.375,193.111,179.548,47.984,39.154,253.35,209.656,143.886,39.167,143.969,72.784,15.577,179.167,197.523,122.458,34,50.95,174.562,6.134,42,130.692,71.452,94.125,59.196
1085,67.5,155,223.7,115.727,164.375,140.125,210.143,151.857,175.375,38.5,112.647,78.545,231.794,83.806,69.4,227.727,210.581,46.833,140.484,255,227.75,239.286,230.613,255,238,253.562,239.382,255,192.7,91.75,135.545,193.438,255,165.312,164.143,249.182,248.545,160.75,36.638,86.724,248.806,71.036,175.357,241.375,139,143.188,225.125,182.25,111,180.444,177.69,48.131,36.154,252.45,210.125,146.136,39.208,145.688,75.838,17.077,166.167,196.818,126.708,32.087,51.45,173.125,9.659,39.05,137.385,73.095,94.562,62.232
1086,70.667,157.824,218.4,119.182,154.875,138.625,208.071,152.286,174.583,37.9,112,78,234.824,83.742,80.4,220.818,213.226,49.667,142.581,255,231.875,241.429,228.806,255,239.25,253.938,238.176,255,198.7,99.125,134.818,195.938,255,167.5,164.857,246,246.727,161.75,36.277,82.707,249.516,67.821,180.286,243.75,129.8,147.375,228.375,177.625,107.125,193,181.381,48.311,40.231,251.9,209.812,147.545,35.708,144.5,74.703,16,182,195.591,124.896,32.739,53.35,175.641,8.012,44.7,137,71.44,103.438,62.393
1087,67.25,155.118,218.9,107.364,148.875,135.792,209.607,156,178.583,31.7,113,70.091,231.529,78.774,74.8,220.182,211.032,52.75,143.871,255,231.292,239.5,229.452,255,237.55,253.25,239.265,255,198.6,98.875,136.909,197.042,255,160.312,163.214,244.273,241.091,161.375,37.596,86.241,247.903,71.25,177.857,243.75,135.2,142,230,171,103.938,190.111,180.167,49.525,39.692,251.1,212.594,147.5,34.625,150.188,79.595,13.731,187.667,197.159,123.771,34.913,48.65,173.547,7.159,42.7,134.692,70.417,101.812,60.304
1088,73.583,158.412,214.45,113.818,155,136.417,207.893,153.286,174,40.55,110.206,75.091,230.353,84.903,72.2,221.455,209.581,51.75,139.839,255,228.125,241,228.032,254.833,239.5,253.438,238.324,255,202.5,100.125,138.545,197.125,255,163.75,164.714,240.909,246.636,162.125,34.213,85.259,248.71,66.036,182.143,240.75,137,144.781,229,187.125,100.562,189.778,180.643,47.852,38.115,250.1,207.031,148.841,30.458,147.781,76.514,18.885,179.833,198.364,125.208,35.522,51.6,175.391,7.244,42.05,133.192,71.667,101.625,59.714
1089,69.333,161.824,217.3,114.091,158,135.458,209.75,151.643,176.875,37.05,114.088,72.909,231.824,83.516,77.6,222.818,207.806,55.833,138.161,255,229.875,236.857,228.613,255,238.45,253.125,237.088,255,196.6,95.375,141.182,190.562,255,166.625,161,242.273,244.818,170,36.34,81.362,249.581,67.071,174,241.5,131.4,147.531,226.5,181.125,107,185.333,178.643,47.262,38.692,251.55,208.094,144.659,33.542,148.688,72.135,16.923,174.833,197.227,128.75,33.522,52.15,173.594,5.817,38.9,134.154,70.917,95.812,59.446
1090,72.583,154.412,214.4,115.545,149.125,136.792,210.893,155.214,176.75,36.5,115,74.636,231.147,82.194,72.8,220.727,212.323,54.083,138.645,255,230.25,240,226.129,255,237.15,253.875,237.441,255,188.1,98.375,140.818,194.792,255,162.062,156.714,244,246.182,168.375,34.277,81.328,248.645,68.464,183.143,240.75,126.6,147.188,229.5,176.75,102.938,192.222,179.143,48.508,38.615,251.35,205.625,147.75,38.125,146.469,74.595,16.808,185.333,199.5,121.667,30.913,50.1,171.922,7.976,39.7,130.731,70.44,92.125,61.5
1091,71.583,159.118,219.45,116.273,155.875,135.417,206.036,156.571,177.875,34.05,112.265,68.364,233.882,86,82.8,225.818,213.097,51.5,144.29,255,228.958,242,230.161,254.917,240.65,252.75,238.853,255,194.1,93.25,142.818,199.479,255,166.688,163.071,245.182,245.545,154.875,36.766,85.776,248.484,67.643,177.786,240.25,126,141.906,228.125,173,107.688,185.778,176.476,49.361,40.346,251.35,207.688,146.068,36.333,142.281,74.432,16.5,172.667,197.205,123.458,30.391,51.7,175.703,8.085,41.75,134.538,72.179,99.25,58.946
1092,75.917,161,220.5,112.455,153.875,140.625,210.607,152.571,177.708,36.55,116.412,69.364,229.706,77.516,70.8,228.091,210.355,55.667,139.452,255,230.167,240.929,230.065,255,238.95,253,237.971,255,193.7,96,138.091,194.625,255,164.75,160.643,242.545,250.364,155.625,34.574,85.638,248.774,70.429,179.214,242.625,122.2,150.219,226.75,175.625,105.812,183.444,177.095,48.377,38.538,253,207.031,144.682,38.833,148.344,75.973,15.731,168.167,197.977,128,34.652,54.15,173.516,7.207,36.65,131.808,71.095,103.062,61.018
1093,79.583,155.412,221.85,110.909,156.75,140.583,211.786,157.143,177.042,41.65,114.647,72.273,232.324,86.419,66.4,222.909,211.806,57.75,141.71,255,229.458,240.214,226.903,255,240.85,254.812,237.588,255,191.9,95.375,142.273,196.667,255,169.812,163.857,244.909,250.455,170.25,32.085,85.431,249.71,67,176.071,241.125,128.9,148.125,229.625,176.5,111.312,190.444,179.81,47.967,37.115,251.1,210.781,147.659,36.708,145.344,70.351,12.423,183.667,196.409,126.688,28.087,49,174.109,6.146,41.3,132.346,70.369,96.125,61.143
1094,77.083,158.706,222.05,116.455,147.625,137.667,210.786,153.786,176.75,32.4,113.706,70.273,234.5,82.355,72,224.182,214.484,54.667,136.387,255,230.333,240.571,227.129,254.938,238.9,251.5,236.941,255,190.6,93.25,138.273,196.604,255,172.25,168.5,244.727,247.273,158,34.34,84.586,248.548,64.286,180.571,248,131.4,144.875,226,173.125,109.188,182.556,172.571,49.311,36.385,251.45,205.719,146.955,36.75,145.594,74.486,13.385,172.5,196.977,125.729,28.565,53,173.641,6.634,39.5,139.115,68.417,97.688,60.375
1095,79.167,159.882,221.6,117.636,157.75,137.583,208.321,146.286,176.917,31.6,113.824,71.364,233.471,85.097,77.4,223.455,209.903,50.333,139.903,255,231.708,243.143,227.581,254.896,238.25,252.625,237.382,255,200.2,98.875,142.364,195.458,255,168.188,166,242.182,250.182,161.25,34.532,83.224,248.032,69.714,178,240.875,133.8,148.312,227.25,182.875,107.75,188.778,177.381,47.574,40.192,251.75,211.438,148.136,38.042,147.312,72.405,14.577,174.333,196.273,123.562,31.043,45.3,176.062,7.573,42.2,134.077,69.833,98.812,60.143
1096,72.5,156.765,216.65,113.909,155.25,136.667,207,153.357,174.875,38.9,108.794,69.818,231.735,84.032,78.8,223.364,212.065,56.333,138.71,255,229.417,241,230.065,254.938,238.6,253,237.529,255,197.3,101.125,139.545,198.438,255,166.125,162.571,243.182,249.818,158.375,36.362,82.879,249,70.75,173.143,240.125,128.4,149.656,222.125,177.875,107.375,180.556,177,45.934,43.538,251.55,209,146.75,38.292,151.094,71.784,15.115,185.5,195.614,128,30.304,51.8,174.203,7,44.8,134.962,72.357,99.562,62.214
1097,74.083,161.235,220.05,114.727,150.75,133.042,208.679,160.143,181.458,36.95,111.529,71,230.324,81.194,64.8,226.091,209.387,50.833,143.065,255,227.417,238.429,229.258,255,237.95,253,238.588,255,191,101.125,141.636,195.271,255,163.562,162.571,245.636,247.273,158.625,36.319,83.655,248.161,65.393,174.214,241.625,130.5,140.719,227.375,185,97.312,183.222,175.69,46.246,38.154,251.2,207.156,148.386,43.5,148.594,76.703,17.192,177.833,195.227,126.521,30.13,50.5,172.172,6.878,41.4,133.731,71.964,99.312,62.625
1098,79.917,161.353,218.85,114.273,145.875,141.458,209.107,154.643,175.417,35.6,109.353,64.727,232.147,83.871,71.8,227.091,213.742,53.917,138.968,255,228.792,243.857,227.387,255,238.3,250.5,236.5,255,193.1,93.875,132.182,197.979,255,168.812,165.5,247.182,247.091,152.125,35.511,84.241,248.387,69.179,174,241.875,130.7,149.469,228,168.375,97.812,190.889,174.81,49.115,38.654,252.7,210.938,148.636,36.042,146.125,76.27,18.5,176.833,196.977,122.438,33.913,47.25,175.672,9.146,47.3,140.077,69.262,97.688,61.75
1099,76,160.118,215.95,119.182,159.25,134.75,209.429,153.571,178.75,34.4,113.971,67.091,232,86.806,67.6,223.273,210.387,54,141.452,255,231.042,242.071,227.548,255,237.4,251.625,238.529,255,199.4,95.25,140.545,194.562,255,169.938,162.857,243.545,251.727,159.75,34.787,84.638,248.484,69.036,174.143,241.875,131.7,145.969,229.125,173.5,105.062,185.889,172.929,49.311,39.692,251.25,208.312,148.773,35.667,149.781,72.243,18.154,173.5,198.023,124.771,33.652,51.65,173.188,7.646,37.2,130.077,74.048,102.062,60.786
1100,81.583,160.647,214.45,111.545,157.875,141.208,205.643,159,175.833,32.8,107.765,61.455,233.706,82.161,74,221.545,214.387,45.333,140.355,255,229.333,241.357,230.613,254.625,238,253.062,235.941,255,197.4,96.5,138.545,194.833,255,166.5,162.286,245.545,246.455,161.875,34.532,81.052,248,72.75,178.857,240.125,128.8,147.938,219.875,176.875,103.938,178.444,170.452,50.557,38.192,251.4,207.312,149.227,36.708,150.5,70.892,12.615,174.167,197.25,124.021,29.739,47.05,175.844,6.341,42.65,133.077,70.405,101.312,59.679
1101,83,154.412,221.85,114.727,155.625,135,209.143,152.214,176,32.45,109.529,68.545,231.059,84.387,58.8,222,212.097,49.583,142.806,255,230.5,241.5,230.032,254.812,239.75,252.938,238.618,255,198.7,94.5,134.727,191.333,255,170.438,163.857,247.273,246.364,163.875,37.447,84.603,247.968,69,182.643,237.375,128.8,145.438,228.75,178.125,109.812,181.556,170.714,48.164,32.462,251.1,202.438,148.591,36.667,145.5,72.216,13.231,168,196.455,123.917,35.087,55.05,174.172,6.805,43.75,134.615,69.167,98.188,61.589
1102,80.917,154.294,223.1,123.636,162,135.708,210.25,151.571,174.708,35.1,113.853,60.636,230.618,83,67.8,229.455,212.419,49.333,141.677,255,229.208,239.214,228.677,255,237.85,252.25,236.912,255,196.5,103.875,138.273,194.354,255,169.125,164.786,241.545,248.273,169.375,36.872,83.052,248.581,64.536,174.357,240.375,127.8,146.344,230.625,176.375,105.938,186.556,168.429,47.426,39.923,251.25,205.188,150.432,38.375,144.344,75.054,17.692,173.167,198.5,123.875,30.609,51.3,173.781,6.207,40.5,132.115,71.607,96.312,59.911
1103,78.667,155.118,224.7,116.273,151.125,136.875,210.036,158,171.208,36.1,112.088,72.545,232.118,88.935,80.2,228.727,213.323,54.667,138.645,255,226.5,242,229.258,255,238.45,253.25,238.647,255,193,107.125,141.091,195.021,255,170.5,165.571,245.727,243.455,170.125,35.553,83.621,248.581,69.821,178.643,237.125,135.2,148.5,228.375,174.375,100.5,182.556,165.571,50.885,38,253.05,209.906,148.341,35.25,150.062,71.865,13.308,174,199.614,125.312,27.391,49.7,175.688,6.963,41.85,136.808,68.726,97.938,58.143
1104,83,157.176,229.3,108.727,154.875,135.25,210.143,160.429,174.167,39.3,113.676,69.636,232.382,85.613,72.4,222.273,211.742,48.917,136.226,255,229.875,243.571,228.323,255,240.85,252.688,235.176,255,187.8,95.875,136.818,194.667,255,169.188,160,244.909,247.182,156.625,34.553,84.121,249.194,67.5,176.643,243.75,132.5,143.5,223.625,178,105.938,191.778,162.31,51.262,38.115,253.3,209.094,147.295,37,146.375,73.351,15.731,178.333,194.818,125.104,30.174,50.75,174.625,8.866,42.8,130.5,68.952,98.875,60.232
1105,88.083,156.353,217.2,112.545,160.375,137.625,207.071,151.786,178.25,38.4,108.206,70,230.294,81.452,69.8,224.455,210.419,48.417,138.387,255,229.333,238.571,228.871,255,240.05,252.938,237.765,255,192.8,95.125,138.636,196.146,255,170.625,160.5,248.182,244.545,159.5,34.106,81.207,249.452,68.536,177.429,245.5,134.4,149.156,222.5,192,106.375,188.333,167.857,51.459,41.769,251.15,209.219,147.523,33.75,145.875,71.243,15.577,163.333,194.955,124.188,28.435,52.6,172.938,6.976,41.25,133.423,75.298,98.5,59.607
1106,77.167,157.824,222.35,116.273,148,141.042,212.571,154.643,174.875,37.2,110.353,63.091,233.5,77.258,63.2,223.818,211.548,52.583,139.226,255,229.042,239.929,228.129,254.854,238.8,252.062,239.235,255,188.7,100.375,140.364,195.021,255,168.75,165.071,247.091,248.182,166.625,34.128,81.983,249.097,71.607,172,238.75,120.5,146.875,224.5,172.125,104.688,181.556,162.714,47.934,42.192,253.25,210.438,148.114,37.375,142.812,74.081,16.5,170.333,198,124.458,31.957,48.35,174.734,7.744,37.85,134.731,69.131,98.125,58.286
1107,93.667,158.706,223.9,116.182,150,135.042,209.679,162.571,175.375,33.55,110.941,63.091,233.235,80.323,68,219.909,208.581,55.917,138.161,255,229.25,237.714,230.419,255,237.9,252.375,238.765,255,192.3,98.5,137.455,194.25,255,171.438,166.786,245.273,249.636,156.5,34.17,84.914,248.839,65.643,176.571,241.125,130.3,145.125,225.5,179.625,104.688,190.889,164.333,48.328,39.769,250.5,209.656,146.614,36.417,145.719,73.459,16.731,161.167,197.159,122.542,32.565,48.1,173.438,7.354,42.5,134.5,70.5,91.688,62
1108,100.917,158.412,214.65,113.364,156.125,136.625,210.036,159.929,180.375,33.35,108,70.091,233.147,85.29,74.4,222.636,210.839,49.833,139.097,255,230.083,240.071,229.419,254.958,239.25,252.562,239.059,255,191.6,99.375,141.818,194.188,255,169.688,167.357,245.727,246.182,165.5,35.574,86.414,247.548,67.071,177.714,236.375,139.1,145,229.75,177.5,108.625,191.778,157.833,47.016,36,253.45,208.031,149.068,40.083,147.312,70.784,14.615,172.833,195.318,124.062,29.957,52.15,172.641,5.659,44,132.923,70.774,99.125,60.571
1109,94.417,154.176,217.6,108.455,154,135.542,209.821,154.714,175.75,33.7,111.147,64.909,229.824,85.452,74.2,221.909,210.452,52.583,139.71,255,228.75,241.286,226.71,255,237.6,252.875,237.118,255,197.3,94.875,137.909,194.792,255,172.125,162.643,246.727,249.364,153.875,32.553,81.638,248.29,70.643,179.643,240,134.7,144.281,228.375,174.25,103.625,191.222,158.571,47.852,39.346,249.1,205.25,147.295,37.5,144.406,73.243,14.269,170,197.045,126.417,34.478,54.35,175.344,8.915,40.65,133.731,71.631,102.188,58.75
1110,94.667,158.824,216.75,115.364,154.625,138.542,211.893,150.357,177.792,37.4,116.382,63.909,231.118,83.419,63.2,219.545,211.065,51.667,141.387,255,229.375,238.5,229.806,255,238.1,250,235.471,255,193.3,86.875,138.364,191.417,255,171.562,168,246.636,245.909,173,31.617,82.293,249.097,68,180.786,240,135.9,144.656,225.5,171.5,104.188,184.556,155.786,48.787,40.962,249.7,211.062,148.455,35.625,148.688,73.135,14.385,172.333,198.136,129.812,30.304,50.35,175.469,7.622,42.15,130.923,70.75,98.25,61.464
1111,104.083,156.647,221.95,110,160.25,135.875,210.679,151.714,174.208,29.35,109.529,61.545,232.5,85.806,66.4,225.091,209.742,52.833,137.484,255,228.333,240.357,229.71,255,239.45,253.438,235,255,196.4,96,140.091,193.562,255,167.25,164.071,243.182,245.636,159.875,31.872,85.345,248.226,66.714,177.357,236.75,134.5,145.031,220.75,176.875,108.812,182.778,158.929,46.902,37.038,254.05,208.375,150.364,37.625,146.125,74.622,16.115,173,197.091,128.312,30.478,51.45,174.75,7.146,41,134.038,71.833,97,63.268
1112,103.667,155.176,217.35,114.273,159.625,139.792,208.536,156.571,177.083,33.05,113.471,72.455,231.441,86.645,72.8,218.182,211.71,53.083,135.871,255,231.292,239.357,230.903,255,238.25,252.062,239.412,255,194.2,90.875,137.182,195.188,255,164.938,167.5,239,249.545,165.125,32.915,82.121,248.774,69.857,182,237.75,129.8,146.5,225,180.25,103.25,189.556,159.119,48.574,38.423,250.75,207.531,148.227,33.458,147.75,75.027,15.615,165.333,199.568,124.562,32.391,52.45,172.859,6.098,43.6,126.423,71.857,101.812,60.161
1113,105.167,161.235,222.8,113.455,161.5,140.458,210.643,152.714,180.208,32.95,111.176,63.545,230.941,81.516,74.6,224.455,213.452,51.75,142,255,228.125,242.357,229.935,255,239.05,253.688,237.824,255,186.9,96.125,141.818,193.479,255,165.312,161.929,244.545,247.545,147.75,34.468,83.052,248.355,68.643,176.714,241.875,131,143.75,222.625,174.25,104.812,190.889,154.19,46.541,42.308,250.5,206.312,146.227,35.458,143.594,74.162,14.769,164.333,196.341,126.875,27.174,47.65,176.453,6.463,43.25,134.769,71.56,102,61.125
1114,103.667,153.412,216.25,114.182,158.75,137.667,208,154.286,173.875,32.4,109.559,67,231.294,85.935,63.4,230.364,211.452,50.917,139.032,255,229.417,238.857,228.903,255,239.75,253.125,237.206,255,199.6,93.875,132.091,194.375,255,169.75,165.429,244.182,244.636,155.875,34.553,83.914,248.968,67.107,173.143,242.625,128.1,142.969,221,170.875,106.062,183.667,155,48.787,43.154,250.2,209.062,146.136,37.417,143.844,74,15.115,173.833,196.091,126.688,27.087,50.4,175.312,5.646,43.5,135.5,70.119,104.125,61.018
1115,109.25,158.765,219.5,115.545,157.375,136.667,209.107,150.071,175.125,31,109.412,66.182,232.176,84.645,69.8,223.727,213.71,53.417,140.806,255,226.417,238.929,228.355,254.833,237.45,252.062,235.559,255,192.1,95,141.273,192.833,255,165.938,167,245,241.545,155.25,36.213,84.155,249.71,67.5,178.571,245.125,122.6,144.188,230.75,180.5,102.375,186.333,155.048,47.967,34.423,252.05,212.406,149.023,31.292,146.875,76.622,14.154,165.833,197.977,124.271,26.826,46.5,174.453,7.573,43.15,134.077,70.214,96.25,59.714
1116,103,156.824,222.15,109.273,158.75,139.167,207.643,154.071,176.292,34.65,109.706,62.455,231.941,81.742,67.8,225,209.452,47.667,140.194,255,231.333,239.714,228.387,255,240.05,252.5,237.529,255,196.5,86.875,144.091,195.833,255,170.375,164.429,242.545,241.273,159.375,33.255,81.086,248.194,65.857,174.857,240.125,118.9,146.656,226.25,177.375,113.188,187.222,152.024,48.295,40.808,251.9,211.781,148.523,35.708,148.312,76.973,16.192,175,196.682,126.042,25.522,53.25,175.25,7.061,39.05,130.5,72.262,95.875,60.018
1117,110.083,159.529,217.35,111.909,150.875,137.917,207.679,153.143,176.792,38.7,108.794,62.636,229.529,85.742,66.2,219.818,213.806,49,140.065,255,228.75,237.786,228.968,255,238.05,253.812,236.118,255,186,93.75,136.455,193.208,255,173,165.857,246.636,241.182,159,32.83,81.655,249.097,68.107,177.714,242.25,129.4,145.688,225.75,177.5,103.438,189.556,148.524,51.672,38.923,252.45,205.625,144.955,37.875,147.312,75.838,15.5,174.333,196.136,125,32.826,47.3,173.766,6.683,39.9,129.962,68.571,101.375,59.821
1118,104.417,159.706,217.05,111.364,156.25,135.458,209.607,158.714,176.875,31.7,108.118,66.182,231.088,81.742,63,223.455,213.452,54.25,134.484,255,228.75,239.286,227.484,255,239.8,250.812,234.971,255,195.2,100.25,136.091,195.854,255,170.312,163.786,245.273,244,156.5,32.043,82.603,248.903,67.893,178.786,241.125,139.4,144.906,225.125,175.25,106,187.556,151.048,48.541,38.615,251.75,206.25,146.045,37.167,144.125,74.216,16.538,157.167,196.886,126.604,28,51.05,174.969,7.073,39.55,136.538,70.821,97.125,57.929
1119,109.25,158,216,110.818,153.875,136.875,210.857,151.857,171.292,31.55,107.765,67.091,232.029,84.065,73.4,224.545,212.613,49.417,137.903,255,229.042,239.929,228.129,255,238.85,253.688,236.5,255,186.5,94.5,139.364,194.688,255,167.5,164.5,244.727,248.455,161.5,35.106,85.931,248.645,68.607,177.571,241.125,129.1,147.531,223.875,176.375,107.688,195.778,149.524,51.377,41.769,251.3,205.312,146.386,36.208,142.844,72.676,16.885,162.167,199.636,123.688,30.087,51.95,173.891,6.744,41.35,130.731,69.464,97.438,61.018
